	Neo.1	Neo.2	Neo.3	Week4.1	Week4.2	Week4.3	Year1.1	Year1.2	Month18.1	Month18.2
Tomm5	66.1258974177526	79.1666676090392	53.1325780251925	74.0402373550097	64.3043524817501	40.3995560223923	47.1195995968951	48.7405889692628	55.0865194616888	40.1688931173433
Tomm6	75.1422904620959	67.8815175188858	49.6922362201513	42.5942822239138	53.5536838135234	47.2020230174516	73.4383846805482	77.0755481060873	54.0507530527112	57.6676035605311
Tomm6os	2.99384880257205	0	1.09084832773401	0	0	0	0	0.490515706837899	0	0.0135435124539397
Tomm7	72.9306877899365	54.596086518829	51.2096677110653	48.6129587672034	56.7094570336576	65.0741106159756	60.7177796724805	61.4241671606274	55.3896632436214	57.8812963063633
Tomm70a	62.0173224603452	54.1968988830182	49.6750583786419	34.2791790535149	32.605119516377	28.5170881472223	28.9512845259148	30.3207108102922	25.2840352325994	25.2900072918265
Tomt	0	6.19947318274479	0.777432281994492	0	2.3240236898102	4.56273292530073	1.09283095212262	0.765588204171414	0.931536133604513	1.40923158127146
Tonsl	9.74562806620175	9.50574810891777	4.05922766773588	3.15440690557955	4.57417930747627	4.86094652767876	2.57205354046677	1.35809358268962	1.92217979072442	0.437300604877173
Top1	96.525709581529	105.193615883826	85.3972127494729	60.9689503859741	64.4406107674597	55.00954757326	41.6197346584213	44.5252333379275	53.0199600995098	75.5268762101153
Top1mt	23.5508424932966	8.45551592088311	9.24456008518465	10.8795827092373	1.92452102367856	6.81243127893548	7.25582083029887	5.07460860257789	8.26797235378979	10.9323947225429
Top2a	67.6590212753056	88.0021842576611	57.144411067377	17.435084264717	12.1888332946879	30.3298646406623	1.51925217917602	1.20314404637404	0.953876867587045	1.38756231589872
Top2b	96.4779768089256	126.011608377808	103.075414013422	69.5190640931475	82.3061286103864	67.7860195571489	48.6167955937419	47.6716644792538	47.4706965399081	49.3446203304747
Top3a	5.19223345344746	13.5608824407069	18.358743220125	13.3271934626765	6.70139066320565	8.18076083584901	6.11813908725588	6.67012468078755	7.61965935858494	6.26643836203734
Top3b	30.4779464334152	40.3931117526889	33.1810410021515	50.4809487795569	41.0134024545241	39.2252717664692	29.0219066928504	30.0783509409204	25.7653361230921	36.290594546252
Topaz1	0	0	0	0	0	0	0	0	0	0
Topbp1	53.2601839248855	45.190277760988	39.3353294113264	32.6723255008438	16.9278967931329	27.6297309021709	18.6698119446973	18.2561305356414	19.1232884711878	18.3889418606413
Topors	48.1221812653563	56.4833215294069	35.8345694266379	34.5613977417992	27.154228119532	40.3727436556732	22.5402120147423	22.3486307103635	48.0661605821709	55.0359805220643
Toporsl	0	0	0	0	0	0	0.229641667240427	0	0	0
Toporsos	8.90913891232307	0.276202588581314	20.9094359206312	14.2184891268998	5.96884998342204	12.7546790282398	8.37657726932633	5.81873209125973	9.4503286980271	18.3357072282958
Tor1a	86.1196308955894	52.8579850564964	65.6435548651349	37.8637451496874	30.7815073525236	36.6238988035399	46.9205313489373	42.2587933405223	40.0828291819894	29.8577738482842
Tor1aip1	62.6362574007028	56.2881773434847	80.6891904028388	107.943925112981	100.363139972433	115.839368929977	105.60206767193	111.707005340107	115.328822194749	137.478785345093
Tor1aip2	29.4093128896143	29.5695986440652	29.9149883699616	39.627293473621	36.1041825353588	49.6965162524486	33.9039641018048	31.0823671309815	36.7974137304597	40.423027705344
Tor1b	28.352484895818	28.544159742525	28.2254144067254	48.5098603011514	54.5521421074118	44.8532554129555	49.4544718621409	47.2439703850764	41.4464467075256	46.759742721655
Tor2a	46.5989726703148	53.356909568223	27.8666957267104	50.3211502122088	62.9954603393585	38.7076987250247	48.5499636860266	43.3269536189144	35.967151659467	51.2162648488568
Tor3a	22.9771090777324	26.8363607525342	20.0246097097518	54.0710597322095	37.2066839082896	42.7525585804795	54.0951321300696	48.9528738269605	45.4448316571923	42.0255108560117
Tor4a	6.59955467075818	3.9802823441998	5.07177951938357	7.24704205628484	3.13503920512001	3.77743175087616	12.053168793941	13.5097830571637	5.92015222228076	14.8752450853317
Tox	4.04743138758763	2.39207711709623	6.83876539133774	0	2.17657923659149	2.47780489036216	3.90279616723566	8.60585805475994	2.82178556979678	2.45404931570291
Tox2	5.60079001473205	2.27764074912203	2.60810661270133	11.6011553075203	4.14612355564868	6.90583829688209	1.8310409787664	2.88257290008421	5.52414830751858	2.07729989734574
Tox3	3.66354506479179	2.74104902150654	2.03153062321424	0	0.0121508064178651	0.29673988164667	0.0323776411120575	0.0126012882546222	0.0243519790273725	0.701429241303823
Tox4	42.8063673820075	41.1779150820673	24.6866035166134	31.947480055581	40.6947569304911	26.2306218174605	32.4585174285395	33.9992565649466	29.0581601191814	31.1483044378539
Tpbg	14.1376529094978	21.3199902470208	17.0129838333747	9.50785588520379	5.30573352234063	15.9315180461996	13.9990411788509	5.9564718650596	11.7197857410797	8.11269859450442
Tpbpa	0	0	0	0	0	0	0	0	0	0
Tpbpb	0	0	0	0	0	0	0	0	0	0
Tpcn1	115.677603931082	95.9749028152589	134.972968973074	207.293484802736	172.902738945337	175.921740862826	90.6444338406194	88.8427666078961	126.587491605703	129.748151793697
Tpcn2	24.4059566835003	22.6188936626963	21.3278244050761	15.9395231608613	17.0314332373306	12.4448369342801	12.1068188207124	10.8992436427786	10.6650366946462	9.15641074463333
Tpd52	12.1754728404614	8.57770327692068	7.25328727655174	9.45849158723511	10.9084664954597	7.48280235108053	3.67236465948181	3.52835575600981	5.58019901642864	11.6537743912209
Tpd52l1	0	0.0354245624660328	0	3.6472051825118	0	0	1.49592197945119	0.0952705131736593	0.153425155947909	0.126263590454567
Tpd52l2	48.5959734381694	44.2019384002027	48.2293509416941	57.1463413567737	74.1487592975066	52.6456183574809	57.418493861851	55.4867120197646	56.8314965535568	50.8282268738654
Tpgs1	61.6087320303879	39.5426276340869	65.2086472683142	59.5127496758675	60.1520208819793	53.2479301587669	43.4748202877205	47.0332611643508	34.7111804090896	34.1819679674582
Tpgs2	6.94402245274968	2.94822417752758	8.56603106637115	8.68269235604627	8.10728587755619	6.99072974974203	8.95317348367248	7.43817473231992	5.70742932882923	9.4563311642708
Tph1	0	0	0	0	0	0.0498050064180938	0	0	0	0
Tph2	0	0	0	0	0	0	0	0	0	0
Tpi1	139.4744895056	182.026735630545	139.602461143802	130.106724365448	136.942419216781	138.903124618389	171.16221898376	160.290228386085	126.395783361666	159.326472666718
Tpk1	6.07272687505341	0.192705748278337	1.8084859150003	1.51076842574831	6.79941010016285	6.93420990996645	2.34041563938578	1.38202981223137	2.04860310687823	1.60787712899214
Tpm1	275.330159097364	301.094725653024	273.361663662759	158.043437899472	202.24644494758	178.274511743194	116.056247486616	115.79942504653	102.121271728162	119.225762275886
Tpm2	66.7890768610533	76.8245541878927	52.1803104420285	44.1151258655984	31.6702585936381	22.9560848243282	45.4017922395514	34.7316017326555	32.3437296479533	40.9559644298571
Tpm3	283.594251674651	331.44827475919	253.030354118471	357.153216150828	300.402033304881	477.693097890982	261.023589060196	288.337301544133	417.961076260211	449.704902375938
